Type,School Year,County,District,School,Agency Name,ELL Percentage,DataAsOf
SC,20112012,07,0006,002,ALLIANCE MIDDLE SCHOOL,0.0562,05/21/2013
SC,20122013,07,0006,002,ALLIANCE MIDDLE SCHOOL,0.0281,06/21/2013
SC,20132014,07,0006,002,ALLIANCE MIDDLE SCHOOL,0.0211,07/07/2014
SC,20142015,07,0006,002,ALLIANCE MIDDLE SCHOOL,0.0240,06/23/2015
SC,20152016,07,0006,002,ALLIANCE MIDDLE SCHOOL,0.0227,11/16/2016
SC,20112012,07,0006,004,EMERSON ELEMENTARY SCHOOL,0.0627,05/21/2013
SC,20122013,07,0006,004,EMERSON ELEMENTARY SCHOOL,0.0441,06/21/2013
SC,20132014,07,0006,004,EMERSON ELEMENTARY SCHOOL,0.0478,07/07/2014
SC,20142015,07,0006,004,EMERSON ELEMENTARY SCHOOL,0.0404,06/23/2015
SC,20152016,07,0006,004,EMERSON ELEMENTARY SCHOOL,0.0372,11/16/2016
SC,20112012,07,0006,005,GRANDVIEW ELEMENTARY SCHOOL,0.0476,05/21/2013
SC,20122013,07,0006,005,GRANDVIEW ELEMENTARY SCHOOL,0.0370,06/21/2013
SC,20132014,07,0006,005,GRANDVIEW ELEMENTARY SCHOOL,0.0453,07/07/2014
SC,20142015,07,0006,005,GRANDVIEW ELEMENTARY SCHOOL,0.0458,06/23/2015
SC,20152016,07,0006,005,GRANDVIEW ELEMENTARY SCHOOL,-1.0000,11/16/2016
SC,20112012,07,0006,006,ALLIANCE EARLY CHILD ED PROG,-1.0000,05/21/2013
SC,20122013,07,0006,006,ALLIANCE EARLY CHILD ED PROG,-1.0000,06/21/2013
SC,20132014,07,0006,006,ALLIANCE EARLY CHILD ED PROG,-1.0000,07/07/2014
SC,20142015,07,0006,006,ALLIANCE EARLY CHILD ED PROG,-1.0000,06/23/2015
SC,20152016,07,0006,006,ALLIANCE EARLY CHILD ED PROG,-1.0000,11/16/2016
DI,20112012,07,0010,000,HEMINGFORD PUBLIC SCHOOLS,-1.0000,05/21/2013
DI,20122013,07,0010,000,HEMINGFORD PUBLIC SCHOOLS,-1.0000,06/21/2013
DI,20132014,07,0010,000,HEMINGFORD PUBLIC SCHOOLS,-1.0000,07/07/2014
DI,20142015,07,0010,000,HEMINGFORD PUBLIC SCHOOLS,-1.0000,06/23/2015
DI,20152016,07,0010,000,HEMINGFORD PUBLIC SCHOOLS,-1.0000,11/16/2016
SC,20112012,07,0010,001,HEMINGFORD HIGH SCHOOL,-1.0000,05/21/2013
SC,20122013,07,0010,001,HEMINGFORD HIGH SCHOOL,-1.0000,06/21/2013
SC,20132014,07,0010,001,HEMINGFORD HIGH SCHOOL,-1.0000,07/07/2014
SC,20142015,07,0010,001,HEMINGFORD HIGH SCHOOL,-1.0000,06/23/2015
SC,20152016,07,0010,001,HEMINGFORD HIGH SCHOOL,-1.0000,11/16/2016
SC,20112012,07,0010,002,HEMINGFORD ELEMENTARY SCHOOL,-1.0000,05/21/2013
SC,20122013,07,0010,002,HEMINGFORD ELEMENTARY SCHOOL,-1.0000,06/21/2013
SC,20132014,07,0010,002,HEMINGFORD ELEMENTARY SCHOOL,-1.0000,07/07/2014
SC,20142015,07,0010,002,HEMINGFORD ELEMENTARY SCHOOL,-1.0000,06/23/2015
SC,20152016,07,0010,002,HEMINGFORD ELEMENTARY SCHOOL,-1.0000,11/16/2016
DI,20112012,08,0036,000,LYNCH PUBLIC SCHOOLS,-1.0000,05/21/2013
DI,20122013,08,0036,000,LYNCH PUBLIC SCHOOLS,-1.0000,06/21/2013
DI,20132014,08,0036,000,LYNCH PUBLIC SCHOOLS,-1.0000,07/07/2014
DI,20142015,08,0036,000,LYNCH PUBLIC SCHOOLS,-1.0000,06/23/2015
DI,20152016,08,0036,000,LYNCH PUBLIC SCHOOLS,-1.0000,11/16/2016
SC,20112012,08,0036,001,LYNCH SECONDARY SCHOOL,-1.0000,05/21/2013
SC,20122013,08,0036,001,LYNCH SECONDARY SCHOOL,-1.0000,06/21/2013
SC,20132014,08,0036,001,LYNCH SECONDARY SCHOOL,-1.0000,07/07/2014
SC,20142015,08,0036,001,LYNCH SECONDARY SCHOOL,-1.0000,06/23/2015
SC,20152016,08,0036,001,LYNCH SECONDARY SCHOOL,-1.0000,11/16/2016
SC,20112012,08,0036,002,LYNCH ELEMENTARY SCHOOL,-1.0000,05/21/2013
SC,20122013,08,0036,002,LYNCH ELEMENTARY SCHOOL,-1.0000,06/21/2013
SC,20132014,08,0036,002,LYNCH ELEMENTARY SCHOOL,-1.0000,07/07/2014
SC,20142015,08,0036,002,LYNCH ELEMENTARY SCHOOL,-1.0000,06/23/2015
SC,20152016,08,0036,002,LYNCH ELEMENTARY SCHOOL,-1.0000,11/16/2016
DI,20112012,08,0050,000,WEST BOYD SCHOOL DISTRICT,-1.0000,05/21/2013
DI,20122013,08,0050,000,WEST BOYD SCHOOL DISTRICT,-1.0000,06/21/2013
DI,20132014,08,0050,000,WEST BOYD SCHOOL DISTRICT,-1.0000,07/07/2014
DI,20142015,08,0050,000,WEST BOYD SCHOOL DISTRICT,-1.0000,06/23/2015
DI,20152016,08,0050,000,WEST BOYD SCHOOL DISTRICT,-1.0000,11/16/2016
SC,20112012,08,0050,001,WEST BOYD HIGH SCHOOL,-1.0000,05/21/2013
SC,20122013,08,0050,001,WEST BOYD HIGH SCHOOL,-1.0000,06/21/2013
SC,20132014,08,0050,001,WEST BOYD HIGH SCHOOL,-1.0000,07/07/2014
SC,20142015,08,0050,001,WEST BOYD HIGH SCHOOL,-1.0000,06/23/2015
SC,20152016,08,0050,001,WEST BOYD HIGH SCHOOL,-1.0000,11/16/2016
SC,20112012,08,0050,002,WEST BOYD MIDDLE SCHOOL,-1.0000,05/21/2013
SC,20122013,08,0050,002,WEST BOYD MIDDLE SCHOOL,-1.0000,06/21/2013
SC,20132014,08,0050,002,WEST BOYD MIDDLE SCHOOL,-1.0000,07/07/2014
SC,20142015,08,0050,002,WEST BOYD MIDDLE SCHOOL,-1.0000,06/23/2015
SC,20152016,08,0050,002,WEST BOYD MIDDLE SCHOOL,-1.0000,11/16/2016
SC,20112012,08,0050,003,WEST BOYD ELEMENTARY SCHOOL,-1.0000,05/21/2013
SC,20122013,08,0050,003,WEST BOYD ELEMENTARY SCHOOL,-1.0000,06/21/2013
SC,20132014,08,0050,003,WEST BOYD ELEMENTARY SCHOOL,-1.0000,07/07/2014
SC,20142015,08,0050,003,WEST BOYD ELEMENTARY SCHOOL,-1.0000,06/23/2015
SC,20152016,08,0050,003,WEST BOYD ELEMENTARY SCHOOL,-1.0000,11/16/2016
DI,20112012,09,0010,000,AINSWORTH COMMUNITY SCHOOLS,-1.0000,05/21/2013
DI,20122013,09,0010,000,AINSWORTH COMMUNITY SCHOOLS,-1.0000,06/21/2013
DI,20132014,09,0010,000,AINSWORTH COMMUNITY SCHOOLS,-1.0000,07/07/2014
DI,20142015,09,0010,000,AINSWORTH COMMUNITY SCHOOLS,-1.0000,06/23/2015
DI,20152016,09,0010,000,AINSWORTH COMMUNITY SCHOOLS,-1.0000,11/16/2016
SC,20112012,09,0010,001,AINSWORTH HIGH SCHOOL,-1.0000,05/21/2013
SC,20122013,09,0010,001,AINSWORTH HIGH SCHOOL,-1.0000,06/21/2013
SC,20132014,09,0010,001,AINSWORTH HIGH SCHOOL,-1.0000,07/07/2014
SC,20142015,09,0010,001,AINSWORTH HIGH SCHOOL,-1.0000,06/23/2015
SC,20152016,09,0010,001,AINSWORTH HIGH SCHOOL,-1.0000,11/16/2016
SC,20112012,09,0010,002,AINSWORTH ELEMENTARY SCHOOL,-1.0000,05/21/2013
SC,20122013,09,0010,002,AINSWORTH ELEMENTARY SCHOOL,-1.0000,06/21/2013
SC,20132014,09,0010,002,AINSWORTH ELEMENTARY SCHOOL,-1.0000,07/07/2014
SC,20142015,09,0010,002,AINSWORTH ELEMENTARY SCHOOL,-1.0000,06/23/2015
SC,20152016,09,0010,002,AINSWORTH ELEMENTARY SCHOOL,-1.0000,11/16/2016
SC,20112012,09,0010,003,AINSWORTH MIDDLE SCHOOL,-1.0000,05/21/2013
SC,20122013,09,0010,003,AINSWORTH MIDDLE SCHOOL,-1.0000,06/21/2013
SC,20132014,09,0010,003,AINSWORTH MIDDLE SCHOOL,-1.0000,07/07/2014
SC,20142015,09,0010,003,AINSWORTH MIDDLE SCHOOL,-1.0000,06/23/2015
SC,20152016,09,0010,003,AINSWORTH MIDDLE SCHOOL,-1.0000,11/16/2016
SC,20112012,09,0010,011,AINSWORTH LITTLE PAWS PRESCHOOL,-1.0000,05/21/2013
SC,20122013,09,0010,011,AINSWORTH LITTLE PAWS PRESCHOOL,-1.0000,06/21/2013
SC,20132014,09,0010,011,AINSWORTH LITTLE PAWS PRESCHOOL,-1.0000,07/07/2014
SC,20142015,09,0010,011,AINSWORTH LITTLE PAWS PRESCHOOL,-1.0000,06/23/2015
SC,20152016,09,0010,011,AINSWORTH LITTLE PAWS PRESCHOOL,-1.0000,11/16/2016
DI,20112012,10,0002,000,GIBBON PUBLIC SCHOOLS,0.2376,05/21/2013
DI,20122013,10,0002,000,GIBBON PUBLIC SCHOOLS,0.1661,06/21/2013
DI,20132014,10,0002,000,GIBBON PUBLIC SCHOOLS,0.1807,07/07/2014
DI,20142015,10,0002,000,GIBBON PUBLIC SCHOOLS,0.1522,06/23/2015
DI,20152016,10,0002,000,GIBBON PUBLIC SCHOOLS,0.2060,11/16/2016
SC,20112012,10,0002,001,GIBBON HIGH SCHOOL,0.1265,05/21/2013
SC,20122013,10,0002,001,GIBBON HIGH SCHOOL,0.0830,06/21/2013
SC,20132014,10,0002,001,GIBBON HIGH SCHOOL,0.0843,07/07/2014
SC,20142015,10,0002,001,GIBBON HIGH SCHOOL,0.0687,06/23/2015
SC,20152016,10,0002,001,GIBBON HIGH SCHOOL,0.1496,11/16/2016
SC,20112012,10,0002,002,GIBBON ELEMENTARY SCHOOL,0.3173,05/21/2013
SC,20122013,10,0002,002,GIBBON ELEMENTARY SCHOOL,0.2338,06/21/2013
SC,20132014,10,0002,002,GIBBON ELEMENTARY SCHOOL,0.2609,07/07/2014
SC,20142015,10,0002,002,GIBBON ELEMENTARY SCHOOL,0.2108,06/23/2015
SC,20152016,10,0002,002,GIBBON ELEMENTARY SCHOOL,0.2524,11/16/2016
DI,20112012,10,0007,000,KEARNEY PUBLIC SCHOOLS,0.0489,05/21/2013
DI,20122013,10,0007,000,KEARNEY PUBLIC SCHOOLS,0.0467,06/21/2013
DI,20132014,10,0007,000,KEARNEY PUBLIC SCHOOLS,0.0318,07/07/2014
DI,20142015,10,0007,000,KEARNEY PUBLIC SCHOOLS,0.0275,06/23/2015
DI,20152016,10,0007,000,KEARNEY PUBLIC SCHOOLS,0.0305,11/16/2016
SC,20112012,10,0007,001,KEARNEY SR HIGH SCHOOL,0.0252,05/21/2013
SC,20122013,10,0007,001,KEARNEY SR HIGH SCHOOL,0.0240,06/21/2013
SC,20132014,10,0007,001,KEARNEY SR HIGH SCHOOL,0.0098,07/07/2014
SC,20142015,10,0007,001,KEARNEY SR HIGH SCHOOL,-1.0000,06/23/2015
SC,20152016,10,0007,001,KEARNEY SR HIGH SCHOOL,0.0090,11/16/2016
SC,20112012,10,0007,002,HORIZON MIDDLE SCHOOL,0.0647,05/21/2013
SC,20122013,10,0007,002,HORIZON MIDDLE SCHOOL,0.0492,06/21/2013
SC,20132014,10,0007,002,HORIZON MIDDLE SCHOOL,0.0259,07/07/2014
SC,20142015,10,0007,002,HORIZON MIDDLE SCHOOL,-1.0000,06/23/2015
SC,20152016,10,0007,002,HORIZON MIDDLE SCHOOL,0.0277,11/16/2016
SC,20112012,10,0007,003,BRYANT ELEMENTARY SCHOOL,0.2008,05/21/2013
SC,20122013,10,0007,003,BRYANT ELEMENTARY SCHOOL,0.1967,06/21/2013
SC,20132014,10,0007,003,BRYANT ELEMENTARY SCHOOL,0.1411,07/07/2014
SC,20142015,10,0007,003,BRYANT ELEMENTARY SCHOOL,0.1276,06/23/2015
SC,20152016,10,0007,003,BRYANT ELEMENTARY SCHOOL,0.1322,11/16/2016
SC,20112012,10,0007,004,EMERSON ELEMENTARY SCHOOL,0.0474,05/21/2013
SC,20122013,10,0007,004,EMERSON ELEMENTARY SCHOOL,0.0422,06/21/2013
SC,20132014,10,0007,004,EMERSON ELEMENTARY SCHOOL,-1.0000,07/07/2014
SC,20142015,10,0007,004,EMERSON ELEMENTARY SCHOOL,-1.0000,06/23/2015
SC,20152016,10,0007,004,EMERSON ELEMENTARY SCHOOL,-1.0000,11/16/2016
SC,20112012,10,0007,005,KENWOOD ELEMENTARY SCHOOL,-1.0000,05/21/2013
SC,20122013,10,0007,005,KENWOOD ELEMENTARY SCHOOL,-1.0000,06/21/2013
SC,20132014,10,0007,005,KENWOOD ELEMENTARY SCHOOL,-1.0000,07/07/2014
SC,20142015,10,0007,005,KENWOOD ELEMENTARY SCHOOL,-1.0000,06/23/2015
SC,20152016,10,0007,005,KENWOOD ELEMENTARY SCHOOL,-1.0000,11/16/2016
SC,20112012,10,0007,006,NORTHEAST ELEMENTARY SCHOOL,0.0955,05/21/2013
SC,20122013,10,0007,006,NORTHEAST ELEMENTARY SCHOOL,0.0927,06/21/2013
SC,20132014,10,0007,006,NORTHEAST ELEMENTARY SCHOOL,0.0977,07/07/2014
SC,20142015,10,0007,006,NORTHEAST ELEMENTARY SCHOOL,0.1141,06/23/2015
SC,20152016,10,0007,006,NORTHEAST ELEMENTARY SCHOOL,0.1272,11/16/2016
SC,20112012,10,0007,007,PARK ELEMENTARY SCHOOL,-1.0000,05/21/2013
SC,20122013,10,0007,007,PARK ELEMENTARY SCHOOL,-1.0000,06/21/2013
SC,20132014,10,0007,007,PARK ELEMENTARY SCHOOL,-1.0000,07/07/2014
SC,20142015,10,0007,007,PARK ELEMENTARY SCHOOL,-1.0000,06/23/2015
SC,20152016,10,0007,007,PARK ELEMENTARY SCHOOL,-1.0000,11/16/2016
SC,20112012,10,0007,008,CENTRAL ELEMENTARY SCHOOL,0.1760,05/21/2013
SC,20122013,10,0007,008,CENTRAL ELEMENTARY SCHOOL,0.1984,06/21/2013
SC,20132014,10,0007,008,CENTRAL ELEMENTARY SCHOOL,0.1725,07/07/2014
SC,20142015,10,0007,008,CENTRAL ELEMENTARY SCHOOL,0.1641,06/23/2015
SC,20152016,10,0007,008,CENTRAL ELEMENTARY SCHOOL,0.1600,11/16/2016
SC,20112012,10,0007,010,WINDY HILLS ELEMENTARY SCHOOL,-1.0000,05/21/2013
SC,20122013,10,0007,010,WINDY HILLS ELEMENTARY SCHOOL,-1.0000,06/21/2013
SC,20132014,10,0007,010,WINDY HILLS ELEMENTARY SCHOOL,-1.0000,07/07/2014
SC,20142015,10,0007,010,WINDY HILLS ELEMENTARY SCHOOL,-1.0000,06/23/2015
SC,20152016,10,0007,010,WINDY HILLS ELEMENTARY SCHOOL,-1.0000,11/16/2016
SC,20112012,10,0007,013,GLENWOOD ELEMENTARY SCHOOL,-1.0000,05/21/2013
SC,20122013,10,0007,013,GLENWOOD ELEMENTARY SCHOOL,-1.0000,06/21/2013
SC,20132014,10,0007,013,GLENWOOD ELEMENTARY SCHOOL,-1.0000,07/07/2014
SC,20142015,10,0007,013,GLENWOOD ELEMENTARY SCHOOL,-1.0000,06/23/2015
SC,20152016,10,0007,013,GLENWOOD ELEMENTARY SCHOOL,-1.0000,11/16/2016
SC,20112012,10,0007,014,MEADOWLARK ELEMENTARY SCHOOL,-1.0000,05/21/2013
SC,20122013,10,0007,014,MEADOWLARK ELEMENTARY SCHOOL,-1.0000,06/21/2013
SC,20132014,10,0007,014,MEADOWLARK ELEMENTARY SCHOOL,-1.0000,07/07/2014
SC,20142015,10,0007,014,MEADOWLARK ELEMENTARY SCHOOL,-1.0000,06/23/2015
SC,20152016,10,0007,014,MEADOWLARK ELEMENTARY SCHOOL,-1.0000,11/16/2016
SC,20112012,10,0007,015,SUNRISE MIDDLE SCHOOL,0.0323,05/21/2013
SC,20122013,10,0007,015,SUNRISE MIDDLE SCHOOL,0.0400,06/21/2013
SC,20132014,10,0007,015,SUNRISE MIDDLE SCHOOL,-1.0000,07/07/2014
SC,20142015,10,0007,015,SUNRISE MIDDLE SCHOOL,-1.0000,06/23/2015
SC,20152016,10,0007,015,SUNRISE MIDDLE SCHOOL,-1.0000,11/16/2016
SC,20112012,10,0007,017,RIVERDALE SCHOOL,-1.0000,05/21/2013
SC,20112012,10,0007,020,STONE SCHOOL,-1.0000,05/21/2013
SC,20112012,10,0007,027,KEARNEY EDUCATION CENTER,-1.0000,05/21/2013
SC,20122013,10,0007,027,KEARNEY EDUCATION CENTER,-1.0000,06/21/2013
SC,20132014,10,0007,027,KEARNEY EDUCATION CENTER,-1.0000,07/07/2014
SC,20142015,10,0007,027,KEARNEY EDUCATION CENTER,-1.0000,06/23/2015
SC,20152016,10,0007,027,KEARNEY EDUCATION CENTER,-1.0000,11/16/2016
SC,20122013,10,0007,028,BUFFALO HILLS ELEMENTARY,-1.0000,06/21/2013
SC,20132014,10,0007,028,BUFFALO HILLS ELEMENTARY,-1.0000,07/07/2014
SC,20142015,10,0007,028,BUFFALO HILLS ELEMENTARY,-1.0000,06/23/2015
SC,20152016,10,0007,028,BUFFALO HILLS ELEMENTARY,-1.0000,11/16/2016
DI,20112012,10,0009,000,ELM CREEK PUBLIC SCHOOLS,-1.0000,05/21/2013
DI,20122013,10,0009,000,ELM CREEK PUBLIC SCHOOLS,-1.0000,06/21/2013
DI,20132014,10,0009,000,ELM CREEK PUBLIC SCHOOLS,-1.0000,07/07/2014
DI,20142015,10,0009,000,ELM CREEK PUBLIC SCHOOLS,-1.0000,06/23/2015
DI,20152016,10,0009,000,ELM CREEK PUBLIC SCHOOLS,-1.0000,11/16/2016
SC,20112012,10,0009,001,ELM CREEK HIGH SCHOOL,-1.0000,05/21/2013
SC,20122013,10,0009,001,ELM CREEK HIGH SCHOOL,-1.0000,06/21/2013
SC,20132014,10,0009,001,ELM CREEK HIGH SCHOOL,-1.0000,07/07/2014
SC,20142015,10,0009,001,ELM CREEK HIGH SCHOOL,-1.0000,06/23/2015
SC,20152016,10,0009,001,ELM CREEK HIGH SCHOOL,-1.0000,11/16/2016
SC,20112012,10,0009,002,ELM CREEK ELEMENTARY SCHOOL,-1.0000,05/21/2013
SC,20122013,10,0009,002,ELM CREEK ELEMENTARY SCHOOL,-1.0000,06/21/2013
SC,20132014,10,0009,002,ELM CREEK ELEMENTARY SCHOOL,-1.0000,07/07/2014
SC,20142015,10,0009,002,ELM CREEK ELEMENTARY SCHOOL,-1.0000,06/23/2015
SC,20152016,10,0009,002,ELM CREEK ELEMENTARY SCHOOL,-1.0000,11/16/2016
DI,20112012,10,0019,000,SHELTON PUBLIC SCHOOLS,0.0592,05/21/2013
DI,20122013,10,0019,000,SHELTON PUBLIC SCHOOLS,0.0331,06/21/2013
DI,20132014,10,0019,000,SHELTON PUBLIC SCHOOLS,0.0495,07/07/2014
DI,20142015,10,0019,000,SHELTON PUBLIC SCHOOLS,0.0461,06/23/2015
DI,20152016,10,0019,000,SHELTON PUBLIC SCHOOLS,0.0576,11/16/2016
SC,20112012,10,0019,001,SHELTON HIGH SCHOOL,-1.0000,05/21/2013
SC,20122013,10,0019,001,SHELTON HIGH SCHOOL,-1.0000,06/21/2013
SC,20132014,10,0019,001,SHELTON HIGH SCHOOL,-1.0000,07/07/2014
SC,20142015,10,0019,001,SHELTON HIGH SCHOOL,-1.0000,06/23/2015
SC,20152016,10,0019,001,SHELTON HIGH SCHOOL,0.0787,11/16/2016
SC,20112012,10,0019,002,SHELTON ELEMENTARY SCHOOL,0.0667,05/21/2013
SC,20122013,10,0019,002,SHELTON ELEMENTARY SCHOOL,-1.0000,06/21/2013
SC,20132014,10,0019,002,SHELTON ELEMENTARY SCHOOL,0.0671,07/07/2014
SC,20142015,10,0019,002,SHELTON ELEMENTARY SCHOOL,-1.0000,06/23/2015
SC,20152016,10,0019,002,SHELTON ELEMENTARY SCHOOL,-1.0000,11/16/2016
DI,20112012,10,0069,000,RAVENNA PUBLIC SCHOOLS,-1.0000,05/21/2013
DI,20122013,10,0069,000,RAVENNA PUBLIC SCHOOLS,-1.0000,06/21/2013
DI,20132014,10,0069,000,RAVENNA PUBLIC SCHOOLS,-1.0000,07/07/2014
DI,20142015,10,0069,000,RAVENNA PUBLIC SCHOOLS,-1.0000,06/23/2015
DI,20152016,10,0069,000,RAVENNA PUBLIC SCHOOLS,-1.0000,11/16/2016
SC,20112012,10,0069,001,RAVENNA SENIOR HIGH,-1.0000,05/21/2013
SC,20122013,10,0069,001,RAVENNA SENIOR HIGH,-1.0000,06/21/2013
SC,20132014,10,0069,001,RAVENNA SENIOR HIGH,-1.0000,07/07/2014
SC,20142015,10,0069,001,RAVENNA SENIOR HIGH,-1.0000,06/23/2015
SC,20152016,10,0069,001,RAVENNA SENIOR HIGH,-1.0000,11/16/2016
SC,20112012,10,0069,002,RAVENNA ELEMENTARY SCHOOL,-1.0000,05/21/2013
SC,20122013,10,0069,002,RAVENNA ELEMENTARY SCHOOL,-1.0000,06/21/2013
SC,20132014,10,0069,002,RAVENNA ELEMENTARY SCHOOL,-1.0000,07/07/2014
SC,20142015,10,0069,002,RAVENNA ELEMENTARY SCHOOL,-1.0000,06/23/2015
SC,20152016,10,0069,002,RAVENNA ELEMENTARY SCHOOL,-1.0000,11/16/2016
DI,20112012,10,0105,000,PLEASANTON PUBLIC SCHOOLS,-1.0000,05/21/2013
DI,20122013,10,0105,000,PLEASANTON PUBLIC SCHOOLS,-1.0000,06/21/2013
DI,20132014,10,0105,000,PLEASANTON PUBLIC SCHOOLS,-1.0000,07/07/2014
DI,20142015,10,0105,000,PLEASANTON PUBLIC SCHOOLS,-1.0000,06/23/2015
DI,20152016,10,0105,000,PLEASANTON PUBLIC SCHOOLS,-1.0000,11/16/2016
SC,20112012,10,0105,001,PLEASANTON HIGH SCHOOL,-1.0000,05/21/2013
SC,20122013,10,0105,001,PLEASANTON HIGH SCHOOL,-1.0000,06/21/2013
SC,20132014,10,0105,001,PLEASANTON HIGH SCHOOL,-1.0000,07/07/2014
SC,20142015,10,0105,001,PLEASANTON HIGH SCHOOL,-1.0000,06/23/2015
SC,20152016,10,0105,001,PLEASANTON HIGH SCHOOL,-1.0000,11/16/2016
SC,20112012,10,0105,002,PLEASANTON ELEMENTARY SCHOOL,-1.0000,05/21/2013
SC,20122013,10,0105,002,PLEASANTON ELEMENTARY SCHOOL,-1.0000,06/21/2013
SC,20132014,10,0105,002,PLEASANTON ELEMENTARY SCHOOL,-1.0000,07/07/2014
SC,20142015,10,0105,002,PLEASANTON ELEMENTARY SCHOOL,-1.0000,06/23/2015
SC,20152016,10,0105,002,PLEASANTON ELEMENTARY SCHOOL,-1.0000,11/16/2016
DI,20112012,10,0119,000,AMHERST PUBLIC SCHOOLS,-1.0000,05/21/2013
DI,20122013,10,0119,000,AMHERST PUBLIC SCHOOLS,-1.0000,06/21/2013
DI,20132014,10,0119,000,AMHERST PUBLIC SCHOOLS,-1.0000,07/07/2014
DI,20142015,10,0119,000,AMHERST PUBLIC SCHOOLS,-1.0000,06/23/2015
DI,20152016,10,0119,000,AMHERST PUBLIC SCHOOLS,-1.0000,11/16/2016
SC,20112012,10,0119,001,AMHERST HIGH SCHOOL,-1.0000,05/21/2013
SC,20122013,10,0119,001,AMHERST HIGH SCHOOL,-1.0000,06/21/2013
SC,20132014,10,0119,001,AMHERST HIGH SCHOOL,-1.0000,07/07/2014
SC,20142015,10,0119,001,AMHERST HIGH SCHOOL,-1.0000,06/23/2015
SC,20152016,10,0119,001,AMHERST HIGH SCHOOL,-1.0000,11/16/2016
SC,20112012,10,0119,002,AMHERST ELEMENTARY SCHOOL,-1.0000,05/21/2013
SC,20122013,10,0119,002,AMHERST ELEMENTARY SCHOOL,-1.0000,06/21/2013
SC,20132014,10,0119,002,AMHERST ELEMENTARY SCHOOL,-1.0000,07/07/2014
SC,20142015,10,0119,002,AMHERST ELEMENTARY SCHOOL,-1.0000,06/23/2015
SC,20152016,10,0119,002,AMHERST ELEMENTARY SCHOOL,-1.0000,11/16/2016
DI,20112012,11,0001,000,TEKAMAH-HERMAN COMMUNITY SCHS,-1.0000,05/21/2013
DI,20122013,11,0001,000,TEKAMAH-HERMAN COMMUNITY SCHS,-1.0000,06/21/2013
DI,20132014,11,0001,000,TEKAMAH-HERMAN COMMUNITY SCHS,-1.0000,07/07/2014
DI,20142015,11,0001,000,TEKAMAH-HERMAN COMMUNITY SCHS,-1.0000,06/23/2015
DI,20152016,11,0001,000,TEKAMAH-HERMAN COMMUNITY SCHS,-1.0000,11/16/2016
SC,20112012,11,0001,001,HIGH SCHOOL AT TEKAMAH,-1.0000,05/21/2013
SC,20122013,11,0001,001,HIGH SCHOOL AT TEKAMAH,-1.0000,06/21/2013
SC,20132014,11,0001,001,HIGH SCHOOL AT TEKAMAH,-1.0000,07/07/2014
SC,20142015,11,0001,001,HIGH SCHOOL AT TEKAMAH,-1.0000,06/23/2015
SC,20152016,11,0001,001,HIGH SCHOOL AT TEKAMAH,-1.0000,11/16/2016
SC,20112012,11,0001,002,ELEMENTARY SCHOOL AT HERMAN,-1.0000,05/21/2013
SC,20122013,11,0001,002,ELEMENTARY SCHOOL AT HERMAN,-1.0000,06/21/2013
SC,20132014,11,0001,002,ELEMENTARY SCHOOL AT HERMAN,-1.0000,07/07/2014
SC,20142015,11,0001,002,ELEMENTARY SCHOOL AT HERMAN,-1.0000,06/23/2015
SC,20152016,11,0001,002,ELEMENTARY SCHOOL AT HERMAN,-1.0000,11/16/2016
SC,20112012,11,0001,003,ELEMENTARY SCHOOL AT TEKAMAH,-1.0000,05/21/2013
SC,20122013,11,0001,003,ELEMENTARY SCHOOL AT TEKAMAH,-1.0000,06/21/2013
SC,20132014,11,0001,003,ELEMENTARY SCHOOL AT TEKAMAH,-1.0000,07/07/2014
SC,20142015,11,0001,003,ELEMENTARY SCHOOL AT TEKAMAH,-1.0000,06/23/2015
SC,20152016,11,0001,003,ELEMENTARY SCHOOL AT TEKAMAH,-1.0000,11/16/2016
DI,20112012,11,0014,000,OAKLAND CRAIG PUBLIC SCHOOLS,-1.0000,05/21/2013
DI,20122013,11,0014,000,OAKLAND CRAIG PUBLIC SCHOOLS,-1.0000,06/21/2013
DI,20132014,11,0014,000,OAKLAND CRAIG PUBLIC SCHOOLS,-1.0000,07/07/2014
DI,20142015,11,0014,000,OAKLAND CRAIG PUBLIC SCHOOLS,-1.0000,06/23/2015
DI,20152016,11,0014,000,OAKLAND CRAIG PUBLIC SCHOOLS,-1.0000,11/16/2016
SC,20112012,11,0014,001,OAKLAND CRAIG SENIOR HIGH,-1.0000,05/21/2013
SC,20122013,11,0014,001,OAKLAND CRAIG SENIOR HIGH,-1.0000,06/21/2013
SC,20132014,11,0014,001,OAKLAND CRAIG SENIOR HIGH,-1.0000,07/07/2014
SC,20142015,11,0014,001,OAKLAND CRAIG SENIOR HIGH,-1.0000,06/23/2015
SC,20152016,11,0014,001,OAKLAND CRAIG SENIOR HIGH,-1.0000,11/16/2016
SC,20112012,11,0014,002,OAKLAND CRAIG JUNIOR HIGH,-1.0000,05/21/2013
SC,20122013,11,0014,002,OAKLAND CRAIG JUNIOR HIGH,-1.0000,06/21/2013
SC,20132014,11,0014,002,OAKLAND CRAIG JUNIOR HIGH,-1.0000,07/07/2014
SC,20142015,11,0014,002,OAKLAND CRAIG JUNIOR HIGH,-1.0000,06/23/2015
SC,20152016,11,0014,002,OAKLAND CRAIG JUNIOR HIGH,-1.0000,11/16/2016
SC,20112012,11,0014,003,OAKLAND CRAIG ELEMENTARY,-1.0000,05/21/2013
