Type,School Year,County,District,School,Agency Name,Average Teacher Salary,Average Years of Teaching Experience,Masters Count,Percentage of Teachers with Master’s Degrees,Teacher FTE,AM_5,AS_5,BL_5,HI_5,WH_5,AM_7,AS_7,BL_7,HI_7,PI_7,WH_7,MU_7,DataAsOf 
SC,20142015,19,0123,009,NORTH WARD PREKINDERGARTEN,49140,12.80,2,0.4000,5.00,,,,,,0.00,0.00,0.00,0.00,0.00,5.00,0.00,08/19/2015
SC,20152016,19,0123,009,NORTH WARD PREKINDERGARTEN,51636,13.80,2,0.4000,4.50,,,,,,0.00,0.00,0.00,0.00,0.00,4.50,0.00,11/16/2016
SC,20112012,19,0123,010,SCHUYLER HEADSTART,61591,32.00,1,1.0000,1.00,,,,,,0.00,0.00,0.00,0.00,0.00,1.00,0.00,11/26/2012
SC,20122013,19,0123,010,SCHUYLER HEADSTART,62237,33.00,1,1.0000,1.00,,,,,,0.00,0.00,0.00,0.00,0.00,1.00,0.00,07/05/2013
SC,20132014,19,0123,010,SCHUYLER HEADSTART,63133,34.00,1,1.0000,1.00,,,,,,0.00,0.00,0.00,0.00,0.00,1.00,0.00,07/07/2014
SC,20152016,19,0123,010,SCHUYLER HEADSTART,44088,2.00,0,0.0000,0.50,,,,,,0.00,0.00,0.00,0.00,0.00,0.50,0.00,11/16/2016
DI,20112012,19,2001,000,DODGE-HOWELLS UNIFIED SCHOOL DISTRICT,46346,17.11,9,0.2571,32.68,,,,,,0.00,0.00,0.00,0.00,0.00,32.68,0.00,11/26/2012
SC,20112012,19,2001,001,HOWELLS JR/SR HIGH SCHOOL,46686,19.71,7,0.4118,10.64,,,,,,0.00,0.00,0.00,0.00,0.00,10.64,0.00,11/26/2012
SC,20112012,19,2001,002,DODGE HIGH SCHOOL,44097,14.94,4,0.2500,9.57,,,,,,0.00,0.00,0.00,0.00,0.00,9.57,0.00,11/26/2012
SC,20112012,19,2001,003,HOWELLS ELEMENTARY SCHOOL,48797,14.82,2,0.1818,6.55,,,,,,0.00,0.00,0.00,0.00,0.00,6.55,0.00,11/26/2012
SC,20112012,19,2001,004,DODGE ELEMENTARY SCHOOL,47182,17.08,4,0.3333,5.92,,,,,,0.00,0.00,0.00,0.00,0.00,5.92,0.00,11/26/2012
DI,20112012,20,0001,000,WEST POINT PUBLIC SCHOOLS,47678,17.10,24,0.3429,65.44,,,,,,0.00,0.00,0.00,0.00,0.00,65.44,0.00,11/26/2012
DI,20122013,20,0001,000,WEST POINT PUBLIC SCHOOLS,49381,18.00,28,0.3889,69.24,,,,,,0.00,1.00,0.00,0.00,0.00,68.24,0.00,07/05/2013
DI,20132014,20,0001,000,WEST POINT PUBLIC SCHOOLS,49522,17.08,28,0.3889,67.76,,,,,,0.00,1.00,0.00,0.00,0.00,66.76,0.00,07/07/2014
DI,20142015,20,0001,000,WEST POINT PUBLIC SCHOOLS,49804,16.63,27,0.3857,67.64,,,,,,0.00,1.00,0.00,0.00,0.00,66.64,0.00,08/19/2015
DI,20152016,20,0001,000,WEST POINT PUBLIC SCHOOLS,52280,16.46,25,0.3623,67.22,,,,,,0.00,1.00,0.00,0.00,0.00,66.22,0.00,11/16/2016
SC,20112012,20,0001,001,WEST POINT-BEEMER HIGH SCHOOL,47577,17.70,11,0.3667,19.60,,,,,,0.00,0.00,0.00,0.00,0.00,19.60,0.00,11/26/2012
SC,20122013,20,0001,001,WEST POINT-BEEMER HIGH SCHOOL,50211,19.32,14,0.4516,20.82,,,,,,0.00,0.00,0.00,0.00,0.00,20.82,0.00,07/05/2013
SC,20132014,20,0001,001,WEST POINT-BEEMER HIGH SCHOOL,51368,20.06,13,0.4194,20.91,,,,,,0.00,0.00,0.00,0.00,0.00,20.91,0.00,07/07/2014
SC,20142015,20,0001,001,WEST POINT-BEEMER HIGH SCHOOL,51679,19.77,13,0.4194,21.27,,,,,,0.00,0.00,0.00,0.00,0.00,21.27,0.00,08/19/2015
SC,20152016,20,0001,001,WEST POINT-BEEMER HIGH SCHOOL,53987,19.35,11,0.3548,22.24,,,,,,0.00,0.00,0.00,0.00,0.00,22.24,0.00,11/16/2016
SC,20112012,20,0001,002,WEST POINT ELEMENTARY SCHOOL,47566,16.93,6,0.2222,22.99,,,,,,0.00,0.00,0.00,0.00,0.00,22.99,0.00,11/26/2012
SC,20122013,20,0001,002,WEST POINT ELEMENTARY SCHOOL,48047,17.04,6,0.2222,23.20,,,,,,0.00,1.00,0.00,0.00,0.00,22.20,0.00,07/05/2013
SC,20132014,20,0001,002,WEST POINT ELEMENTARY SCHOOL,46606,13.18,8,0.2857,22.53,,,,,,0.00,1.00,0.00,0.00,0.00,21.53,0.00,07/07/2014
SC,20142015,20,0001,002,WEST POINT ELEMENTARY SCHOOL,48991,14.46,10,0.3846,21.70,,,,,,0.00,1.00,0.00,0.00,0.00,20.70,0.00,08/19/2015
SC,20152016,20,0001,002,WEST POINT ELEMENTARY SCHOOL,52404,15.08,11,0.4400,22.78,,,,,,0.00,0.00,0.00,0.00,0.00,22.78,0.00,11/16/2016
SC,20112012,20,0001,003,BEEMER ELEMENTARY SCHOOL,44826,13.13,2,0.2500,6.28,,,,,,0.00,0.00,0.00,0.00,0.00,6.28,0.00,11/26/2012
SC,20122013,20,0001,003,BEEMER ELEMENTARY SCHOOL,48768,15.56,4,0.4444,7.27,,,,,,0.00,0.00,0.00,0.00,0.00,7.27,0.00,07/05/2013
SC,20132014,20,0001,003,BEEMER ELEMENTARY SCHOOL,58762,18.25,4,0.5000,6.02,,,,,,0.00,0.00,0.00,0.00,0.00,6.02,0.00,07/07/2014
SC,20142015,20,0001,003,BEEMER ELEMENTARY SCHOOL,58351,18.75,4,0.5000,6.02,,,,,,0.00,0.00,0.00,0.00,0.00,6.02,0.00,08/19/2015
SC,20152016,20,0001,003,BEEMER ELEMENTARY SCHOOL,50407,15.80,1,0.2000,4.40,,,,,,0.00,0.00,0.00,0.00,0.00,4.40,0.00,11/16/2016
SC,20112012,20,0001,004,WEST POINT - BEEMER MIDDLE SCHOOL,46588,18.06,11,0.3548,16.57,,,,,,0.00,0.00,0.00,0.00,0.00,16.57,0.00,11/26/2012
SC,20122013,20,0001,004,WEST POINT - BEEMER MIDDLE SCHOOL,49751,20.71,15,0.4286,17.95,,,,,,0.00,0.00,0.00,0.00,0.00,17.95,0.00,07/05/2013
SC,20132014,20,0001,004,WEST POINT - BEEMER MIDDLE SCHOOL,50612,20.44,14,0.4118,18.30,,,,,,0.00,0.00,0.00,0.00,0.00,18.30,0.00,07/07/2014
SC,20142015,20,0001,004,WEST POINT - BEEMER MIDDLE SCHOOL,49726,18.29,14,0.4118,18.65,,,,,,0.00,0.00,0.00,0.00,0.00,18.65,0.00,08/19/2015
SC,20152016,20,0001,004,WEST POINT - BEEMER MIDDLE SCHOOL,50820,17.17,11,0.3667,17.80,,,,,,0.00,1.00,0.00,0.00,0.00,16.80,0.00,11/16/2016
DI,20112012,20,0020,000,BANCROFT-ROSALIE COMM SCHOOLS,44345,16.59,12,0.4444,24.25,,,,,,0.00,0.00,0.00,0.00,0.00,24.25,0.00,11/26/2012
DI,20122013,20,0020,000,BANCROFT-ROSALIE COMM SCHOOLS,45858,15.29,11,0.3929,24.55,,,,,,0.00,0.00,0.00,0.00,0.00,24.55,0.00,07/05/2013
DI,20132014,20,0020,000,BANCROFT-ROSALIE COMM SCHOOLS,47306,14.96,11,0.4231,21.67,,,,,,0.00,0.00,0.00,0.00,0.00,21.67,0.00,07/07/2014
DI,20142015,20,0020,000,BANCROFT-ROSALIE COMM SCHOOLS,46516,15.52,13,0.4815,23.80,,,,,,0.00,0.00,0.00,0.00,0.00,23.80,0.00,08/19/2015
DI,20152016,20,0020,000,BANCROFT-ROSALIE COMM SCHOOLS,47418,15.37,12,0.4444,24.80,,,,,,0.00,0.00,0.00,0.00,0.00,24.80,0.00,11/16/2016
SC,20112012,20,0020,001,BANCROFT-ROSALIE JR/SR HIGH SCHOOL,43666,18.25,6,0.3750,12.60,,,,,,0.00,0.00,0.00,0.00,0.00,12.60,0.00,11/26/2012
SC,20122013,20,0020,001,BANCROFT-ROSALIE JR/SR HIGH SCHOOL,47127,16.71,7,0.4118,12.60,,,,,,0.00,0.00,0.00,0.00,0.00,12.60,0.00,07/05/2013
SC,20132014,20,0020,001,BANCROFT-ROSALIE JR/SR HIGH SCHOOL,48084,15.60,7,0.4667,9.72,,,,,,0.00,0.00,0.00,0.00,0.00,9.72,0.00,07/07/2014
SC,20142015,20,0020,001,BANCROFT-ROSALIE JR/SR HIGH SCHOOL,45480,15.81,8,0.5000,11.85,,,,,,0.00,0.00,0.00,0.00,0.00,11.85,0.00,08/19/2015
SC,20152016,20,0020,001,BANCROFT-ROSALIE JR/SR HIGH SCHOOL,47812,16.20,8,0.5333,11.95,,,,,,0.00,0.00,0.00,0.00,0.00,11.95,0.00,11/16/2016
SC,20112012,20,0020,006,BANCROFT-ROSALIE ELEMENTARY SCHOOL,43934,13.31,6,0.4615,11.65,,,,,,0.00,0.00,0.00,0.00,0.00,11.65,0.00,11/26/2012
SC,20122013,20,0020,006,BANCROFT-ROSALIE ELEMENTARY SCHOOL,44743,12.75,5,0.3125,11.95,,,,,,0.00,0.00,0.00,0.00,0.00,11.95,0.00,07/05/2013
SC,20132014,20,0020,006,BANCROFT-ROSALIE ELEMENTARY SCHOOL,46852,13.75,5,0.3125,11.95,,,,,,0.00,0.00,0.00,0.00,0.00,11.95,0.00,07/07/2014
SC,20142015,20,0020,006,BANCROFT-ROSALIE ELEMENTARY SCHOOL,46470,14.75,6,0.3750,11.95,,,,,,0.00,0.00,0.00,0.00,0.00,11.95,0.00,08/19/2015
SC,20152016,20,0020,006,BANCROFT-ROSALIE ELEMENTARY SCHOOL,46350,13.47,4,0.2667,12.85,,,,,,0.00,0.00,0.00,0.00,0.00,12.85,0.00,11/16/2016
DI,20112012,20,0030,000,WISNER-PILGER PUBLIC SCHOOLS,48981,21.95,21,0.5000,40.57,,,,,,0.00,0.00,0.00,0.00,0.00,40.57,0.00,11/26/2012
DI,20122013,20,0030,000,WISNER-PILGER PUBLIC SCHOOLS,49294,22.50,19,0.4524,40.15,,,,,,0.00,0.00,0.00,0.00,0.00,40.15,0.00,07/05/2013
DI,20132014,20,0030,000,WISNER-PILGER PUBLIC SCHOOLS,50761,22.46,23,0.5610,39.60,,,,,,0.00,0.00,0.00,0.00,0.00,39.60,0.00,07/07/2014
DI,20142015,20,0030,000,WISNER-PILGER PUBLIC SCHOOLS,50681,20.90,20,0.4878,39.60,,,,,,0.00,0.00,0.00,0.00,0.00,39.60,0.00,08/19/2015
DI,20152016,20,0030,000,WISNER-PILGER PUBLIC SCHOOLS,50383,18.41,20,0.4878,39.60,,,,,,0.00,0.00,0.00,0.00,0.00,39.60,0.00,11/16/2016
SC,20112012,20,0030,001,HIGH SCHOOL AT WISNER,49941,24.04,14,0.5833,19.66,,,,,,0.00,0.00,0.00,0.00,0.00,19.66,0.00,11/26/2012
SC,20122013,20,0030,001,HIGH SCHOOL AT WISNER,50439,24.79,13,0.5417,19.24,,,,,,0.00,0.00,0.00,0.00,0.00,19.24,0.00,07/05/2013
SC,20132014,20,0030,001,WISNER-PILGER HIGH SCHOOL,52103,24.17,14,0.6087,19.10,,,,,,0.00,0.00,0.00,0.00,0.00,19.10,0.00,07/07/2014
SC,20142015,20,0030,001,WISNER-PILGER HIGH SCHOOL,52952,23.87,13,0.5652,18.95,,,,,,0.00,0.00,0.00,0.00,0.00,18.95,0.00,08/19/2015
SC,20152016,20,0030,001,WISNER-PILGER HIGH SCHOOL,52724,21.48,13,0.5652,19.23,,,,,,0.00,0.00,0.00,0.00,0.00,19.23,0.00,11/16/2016
SC,20112012,20,0030,002,WISNER-PILGER ELEM SCHOOL,47477,23.12,7,0.4118,14.62,,,,,,0.00,0.00,0.00,0.00,0.00,14.62,0.00,11/26/2012
SC,20122013,20,0030,002,WISNER-PILGER ELEM SCHOOL,48743,24.00,7,0.4118,14.62,,,,,,0.00,0.00,0.00,0.00,0.00,14.62,0.00,07/05/2013
SC,20132014,20,0030,002,WISNER-PILGER ELEM SCHOOL,50798,23.00,9,0.5000,14.40,,,,,,0.00,0.00,0.00,0.00,0.00,14.40,0.00,07/07/2014
SC,20142015,20,0030,002,WISNER-PILGER ELEM SCHOOL,49877,20.06,7,0.4118,14.55,,,,,,0.00,0.00,0.00,0.00,0.00,14.55,0.00,08/19/2015
SC,20152016,20,0030,002,WISNER-PILGER ELEM SCHOOL,47723,15.82,7,0.4118,14.62,,,,,,0.00,0.00,0.00,0.00,0.00,14.62,0.00,11/16/2016
SC,20112012,20,0030,003,WISNER-PILGER MIDDLE SCHOOL,49121,23.44,2,0.2222,6.29,,,,,,0.00,0.00,0.00,0.00,0.00,6.29,0.00,11/26/2012
SC,20122013,20,0030,003,WISNER-PILGER MIDDLE SCHOOL,48029,23.22,1,0.1111,6.29,,,,,,0.00,0.00,0.00,0.00,0.00,6.29,0.00,07/05/2013
SC,20132014,20,0030,003,WISNER-PILGER MIDDLE SCHOOL,48197,22.50,3,0.3750,6.10,,,,,,0.00,0.00,0.00,0.00,0.00,6.10,0.00,07/07/2014
SC,20142015,20,0030,003,WISNER-PILGER MIDDLE SCHOOL,48080,22.63,2,0.2500,6.10,,,,,,0.00,0.00,0.00,0.00,0.00,6.10,0.00,08/19/2015
SC,20152016,20,0030,003,WISNER-PILGER MIDDLE SCHOOL,47088,20.63,2,0.2500,5.75,,,,,,0.00,0.00,0.00,0.00,0.00,5.75,0.00,11/16/2016
DI,20112012,21,0015,000,ANSELMO-MERNA PUBLIC SCHOOLS,40983,18.40,9,0.3600,21.11,,,,,,0.00,0.00,0.00,0.00,0.00,21.11,0.00,11/26/2012
DI,20122013,21,0015,000,ANSELMO-MERNA PUBLIC SCHOOLS,41983,17.21,8,0.3333,21.47,,,,,,0.00,0.00,0.00,0.00,0.00,21.47,0.00,07/05/2013
DI,20132014,21,0015,000,ANSELMO-MERNA PUBLIC SCHOOLS,41714,16.21,8,0.3333,22.47,,,,,,0.00,0.00,0.00,0.00,0.00,22.47,0.00,07/07/2014
DI,20142015,21,0015,000,ANSELMO-MERNA PUBLIC SCHOOLS,44858,15.12,7,0.2800,23.50,,,,,,0.00,0.00,0.00,1.00,0.00,22.50,0.00,08/19/2015
DI,20152016,21,0015,000,ANSELMO-MERNA PUBLIC SCHOOLS,45824,13.61,8,0.3478,21.10,,,,,,0.00,0.00,0.00,1.00,0.00,20.10,0.00,11/16/2016
SC,20112012,21,0015,001,ANSELMO-MERNA HIGH SCHOOL,41047,18.80,5,0.3333,9.36,,,,,,0.00,0.00,0.00,0.00,0.00,9.36,0.00,11/26/2012
SC,20122013,21,0015,001,ANSELMO-MERNA HIGH SCHOOL,39926,14.54,3,0.2308,10.10,,,,,,0.00,0.00,0.00,0.00,0.00,10.10,0.00,07/05/2013
SC,20132014,21,0015,001,ANSELMO-MERNA HIGH SCHOOL,41236,14.50,5,0.3571,10.59,,,,,,0.00,0.00,0.00,0.00,0.00,10.59,0.00,07/07/2014
SC,20142015,21,0015,001,ANSELMO-MERNA HIGH SCHOOL,44586,14.60,5,0.3333,11.42,,,,,,0.00,0.00,0.00,0.80,0.00,10.62,0.00,08/19/2015
SC,20152016,21,0015,001,ANSELMO-MERNA HIGH SCHOOL,44916,13.57,5,0.3571,10.22,,,,,,0.00,0.00,0.00,1.00,0.00,9.22,0.00,11/16/2016
SC,20112012,21,0015,002,ANSELMO-MERNA ELEMENTARY-MERNA,42074,17.79,6,0.4286,11.75,,,,,,0.00,0.00,0.00,0.00,0.00,11.75,0.00,11/26/2012
SC,20122013,21,0015,002,ANSELMO-MERNA ELEMENTARY-MERNA,42830,18.23,5,0.3846,11.37,,,,,,0.00,0.00,0.00,0.00,0.00,11.37,0.00,07/05/2013
SC,20132014,21,0015,002,ANSELMO-MERNA ELEMENTARY-MERNA,42092,17.08,4,0.3077,11.88,,,,,,0.00,0.00,0.00,0.00,0.00,11.88,0.00,07/07/2014
SC,20142015,21,0015,002,ANSELMO-MERNA ELEMENTARY-MERNA,44982,14.29,3,0.2143,12.08,,,,,,0.00,0.00,0.00,0.20,0.00,11.88,0.00,08/19/2015
SC,20152016,21,0015,002,ANSELMO-MERNA ELEMENTARY-MERNA,46933,13.75,4,0.3333,10.88,,,,,,0.00,0.00,0.00,0.00,0.00,10.88,0.00,11/16/2016
DI,20112012,21,0025,000,BROKEN BOW PUBLIC SCHOOLS,44059,17.60,31,0.4627,64.55,,,,,,0.00,0.00,0.00,0.00,0.00,64.55,0.00,11/26/2012
DI,20122013,21,0025,000,BROKEN BOW PUBLIC SCHOOLS,46648,18.07,33,0.4853,65.32,,,,,,0.00,0.00,0.00,0.00,0.00,65.32,0.00,07/05/2013
DI,20132014,21,0025,000,BROKEN BOW PUBLIC SCHOOLS,46346,16.53,29,0.4265,65.89,,,,,,0.00,0.00,0.00,0.00,0.00,65.89,0.00,07/07/2014
DI,20142015,21,0025,000,BROKEN BOW PUBLIC SCHOOLS,46791,15.58,25,0.3623,67.60,,,,,,0.00,0.00,0.00,0.00,0.00,67.60,0.00,08/19/2015
DI,20152016,21,0025,000,BROKEN BOW PUBLIC SCHOOLS,47236,14.41,25,0.3623,66.92,,,,,,0.00,0.00,0.00,0.00,0.00,66.92,0.00,11/16/2016
SC,20112012,21,0025,001,BROKEN BOW HIGH SCHOOL,45199,19.54,12,0.4615,19.12,,,,,,0.00,0.00,0.00,0.00,0.00,19.12,0.00,11/26/2012
SC,20122013,21,0025,001,BROKEN BOW HIGH SCHOOL,48553,20.41,13,0.4815,20.56,,,,,,0.00,0.00,0.00,0.00,0.00,20.56,0.00,07/05/2013
SC,20132014,21,0025,001,BROKEN BOW HIGH SCHOOL,47670,17.92,12,0.4615,19.84,,,,,,0.00,0.00,0.00,0.00,0.00,19.84,0.00,07/07/2014
SC,20142015,21,0025,001,BROKEN BOW HIGH SCHOOL,47047,15.85,10,0.3704,19.97,,,,,,0.00,0.00,0.00,0.00,0.00,19.97,0.00,08/19/2015
SC,20152016,21,0025,001,BROKEN BOW HIGH SCHOOL,47306,14.22,10,0.3704,20.34,,,,,,0.00,0.00,0.00,0.00,0.00,20.34,0.00,11/16/2016
SC,20112012,21,0025,003,CUSTER ELEMENTARY SCHOOL,45426,19.94,8,0.4706,13.79,,,,,,0.00,0.00,0.00,0.00,0.00,13.79,0.00,11/26/2012
SC,20122013,21,0025,003,CUSTER ELEMENTARY SCHOOL,46001,18.06,9,0.5000,14.79,,,,,,0.00,0.00,0.00,0.00,0.00,14.79,0.00,07/05/2013
SC,20132014,21,0025,003,CUSTER INTERMEDIATE SCHOOL,44337,15.71,5,0.3571,10.69,,,,,,0.00,0.00,0.00,0.00,0.00,10.69,0.00,07/07/2014
SC,20142015,21,0025,003,CUSTER INTERMEDIATE SCHOOL,42649,13.50,3,0.1875,11.67,,,,,,0.00,0.00,0.00,0.00,0.00,11.67,0.00,08/19/2015
SC,20152016,21,0025,003,CUSTER INTERMEDIATE SCHOOL,42803,11.07,2,0.1429,11.29,,,,,,0.00,0.00,0.00,0.00,0.00,11.29,0.00,11/16/2016
SC,20112012,21,0025,004,NORTH PARK ELEMENTARY SCHOOL,41579,15.20,8,0.4000,17.50,,,,,,0.00,0.00,0.00,0.00,0.00,17.50,0.00,11/26/2012
SC,20122013,21,0025,004,NORTH PARK ELEMENTARY SCHOOL,43175,15.16,8,0.4211,16.40,,,,,,0.00,0.00,0.00,0.00,0.00,16.40,0.00,07/05/2013
SC,20132014,21,0025,004,NORTH PARK ELEMENTARY SCHOOL,46020,16.07,13,0.4643,26.20,,,,,,0.00,0.00,0.00,0.00,0.00,26.20,0.00,07/07/2014
SC,20142015,21,0025,004,NORTH PARK ELEMENTARY SCHOOL,46842,15.21,11,0.3929,26.36,,,,,,0.00,0.00,0.00,0.00,0.00,26.36,0.00,08/19/2015
SC,20152016,21,0025,004,NORTH PARK ELEMENTARY SCHOOL,47085,14.41,10,0.3704,24.96,,,,,,0.00,0.00,0.00,0.00,0.00,24.96,0.00,11/16/2016
SC,20112012,21,0025,005,SANDHILLS EDUC SERVICES COOP,30671,2.00,0,0.0000,0.82,,,,,,0.00,0.00,0.00,0.00,0.00,0.82,0.00,11/26/2012
SC,20112012,21,0025,006,BROKEN BOW MIDDLE SCHOOL,43715,19.04,12,0.4615,12.46,,,,,,0.00,0.00,0.00,0.00,0.00,12.46,0.00,11/26/2012
SC,20122013,21,0025,006,BROKEN BOW MIDDLE SCHOOL,46346,19.30,9,0.3913,11.57,,,,,,0.00,0.00,0.00,0.00,0.00,11.57,0.00,07/05/2013
SC,20132014,21,0025,006,BROKEN BOW JUNIOR HIGH SCHOOL,47190,18.42,7,0.3684,7.72,,,,,,0.00,0.00,0.00,0.00,0.00,7.72,0.00,07/07/2014
SC,20142015,21,0025,006,BROKEN BOW JUNIOR HIGH SCHOOL,46217,15.16,5,0.2632,7.60,,,,,,0.00,0.00,0.00,0.00,0.00,7.60,0.00,08/19/2015
SC,20152016,21,0025,006,BROKEN BOW JUNIOR HIGH SCHOOL,47339,15.10,6,0.3000,8.47,,,,,,0.00,0.00,0.00,0.00,0.00,8.47,0.00,11/16/2016
SC,20112012,21,0025,009,SESC PRESCHOOL TAPPEN VALLEY,55765,18.00,1,1.0000,0.86,,,,,,0.00,0.00,0.00,0.00,0.00,0.86,0.00,11/26/2012
SC,20122013,21,0025,009,NEW DISCOVERIES NORTH PRESCHOOL,57950,19.00,1,1.0000,1.00,,,,,,0.00,0.00,0.00,0.00,0.00,1.00,0.00,07/05/2013
SC,20132014,21,0025,009,NEW DISCOVERIES NORTH PRESCHOOL,59280,20.00,1,1.0000,0.44,,,,,,0.00,0.00,0.00,0.00,0.00,0.44,0.00,07/07/2014
SC,20142015,21,0025,009,NEW DISCOVERIES NORTH PRESCHOOL,61085,21.00,1,1.0000,1.00,,,,,,0.00,0.00,0.00,0.00,0.00,1.00,0.00,08/19/2015
SC,20152016,21,0025,009,NEW DISCOVERIES NORTH PRESCHOOL,63388,22.00,1,1.0000,0.86,,,,,,0.00,0.00,0.00,0.00,0.00,0.86,0.00,11/16/2016
SC,20122013,21,0025,010,NEW DISCOVERIES EAST PRESCHOOL,34618,4.00,0,0.0000,1.00,,,,,,0.00,0.00,0.00,0.00,0.00,1.00,0.00,07/05/2013
SC,20132014,21,0025,010,NEW DISCOVERIES PRESCHOOL,38220,5.00,0,0.0000,1.00,,,,,,0.00,0.00,0.00,0.00,0.00,1.00,0.00,07/07/2014
SC,20142015,21,0025,010,NEW DISCOVERIES PRESCHOOL,42277,6.00,0,0.0000,1.00,,,,,,0.00,0.00,0.00,0.00,0.00,1.00,0.00,08/19/2015
SC,20152016,21,0025,010,NEW DISCOVERIES PRESCHOOL,45503,7.00,1,1.0000,1.00,,,,,,0.00,0.00,0.00,0.00,0.00,1.00,0.00,11/16/2016
DI,20112012,21,0044,000,ANSLEY PUBLIC SCHOOLS,39967,17.84,0,0.0000,17.15,,,,,,0.00,0.00,0.00,0.00,0.00,17.15,0.00,11/26/2012
DI,20122013,21,0044,000,ANSLEY PUBLIC SCHOOLS,39454,13.26,0,0.0000,20.43,,,,,,0.00,0.00,0.00,0.00,0.00,20.43,0.00,07/05/2013
DI,20132014,21,0044,000,ANSLEY PUBLIC SCHOOLS,40385,13.29,0,0.0000,21.76,,,,,,0.00,0.00,0.00,0.00,0.00,21.76,0.00,07/07/2014
DI,20142015,21,0044,000,ANSLEY PUBLIC SCHOOLS,42906,14.33,1,0.0417,22.00,,,,,,0.00,0.00,0.00,0.00,0.00,22.00,0.00,08/19/2015
DI,20152016,21,0044,000,ANSLEY PUBLIC SCHOOLS,43962,14.88,1,0.0400,22.98,,,,,,0.00,0.00,0.00,0.00,0.00,22.98,0.00,11/16/2016
SC,20112012,21,0044,001,ANSLEY HIGH SCHOOL,39144,18.38,0,0.0000,9.14,,,,,,0.00,0.00,0.00,0.00,0.00,9.14,0.00,11/26/2012
SC,20122013,21,0044,001,ANSLEY HIGH SCHOOL,38396,12.79,0,0.0000,9.17,,,,,,0.00,0.00,0.00,0.00,0.00,9.17,0.00,07/05/2013
SC,20132014,21,0044,001,ANSLEY HIGH SCHOOL,40028,13.38,0,0.0000,11.19,,,,,,0.00,0.00,0.00,0.00,0.00,11.19,0.00,07/07/2014
SC,20142015,21,0044,001,ANSLEY HIGH SCHOOL,42925,12.73,1,0.0667,10.74,,,,,,0.00,0.00,0.00,0.00,0.00,10.74,0.00,08/19/2015
SC,20152016,21,0044,001,ANSLEY HIGH SCHOOL,43044,12.65,1,0.0588,12.60,,,,,,0.00,0.00,0.00,0.00,0.00,12.60,0.00,11/16/2016
SC,20112012,21,0044,002,ANSLEY ELEMENTARY SCHOOL,43239,21.78,0,0.0000,8.01,,,,,,0.00,0.00,0.00,0.00,0.00,8.01,0.00,11/26/2012
SC,20122013,21,0044,002,ANSLEY ELEMENTARY SCHOOL,42021,17.46,0,0.0000,11.26,,,,,,0.00,0.00,0.00,0.00,0.00,11.26,0.00,07/05/2013
SC,20132014,21,0044,002,ANSLEY ELEMENTARY SCHOOL,43325,17.62,0,0.0000,10.57,,,,,,0.00,0.00,0.00,0.00,0.00,10.57,0.00,07/07/2014
SC,20142015,21,0044,002,ANSLEY ELEMENTARY SCHOOL,44258,18.54,0,0.0000,11.26,,,,,,0.00,0.00,0.00,0.00,0.00,11.26,0.00,08/19/2015
SC,20152016,21,0044,002,ANSLEY ELEMENTARY SCHOOL,46647,20.62,0,0.0000,10.38,,,,,,0.00,0.00,0.00,0.00,0.00,10.38,0.00,11/16/2016
DI,20112012,21,0084,000,SARGENT PUBLIC SCHOOLS,43157,20.05,4,0.2105,16.63,,,,,,0.00,0.00,0.00,0.00,0.00,16.63,0.00,11/26/2012
DI,20122013,21,0084,000,SARGENT PUBLIC SCHOOLS,45572,21.11,4,0.2105,16.66,,,,,,0.00,0.00,0.00,0.00,0.00,16.66,0.00,07/05/2013
DI,20132014,21,0084,000,SARGENT PUBLIC SCHOOLS,45291,20.00,4,0.2000,17.88,,,,,,0.00,0.00,0.00,0.00,0.00,17.88,0.00,07/07/2014
DI,20142015,21,0084,000,SARGENT PUBLIC SCHOOLS,47826,20.38,4,0.1905,18.32,,,,,,0.00,0.00,0.00,0.00,0.00,18.32,0.00,08/19/2015
DI,20152016,21,0084,000,SARGENT PUBLIC SCHOOLS,50758,19.76,6,0.2857,18.97,,,,,,0.00,0.00,0.00,0.00,0.00,18.97,0.00,11/16/2016
SC,20112012,21,0084,001,SARGENT HIGH SCHOOL,43120,17.92,3,0.2500,8.01,,,,,,0.00,0.00,0.00,0.00,0.00,8.01,0.00,11/26/2012
SC,20122013,21,0084,001,SARGENT HIGH SCHOOL,45994,18.92,3,0.2500,8.04,,,,,,0.00,0.00,0.00,0.00,0.00,8.04,0.00,07/05/2013
SC,20132014,21,0084,001,SARGENT HIGH SCHOOL,46273,19.62,3,0.2308,9.38,,,,,,0.00,0.00,0.00,0.00,0.00,9.38,0.00,07/07/2014
SC,20142015,21,0084,001,SARGENT HIGH SCHOOL,49162,21.50,3,0.2143,9.32,,,,,,0.00,0.00,0.00,0.00,0.00,9.32,0.00,08/19/2015
SC,20152016,21,0084,001,SARGENT HIGH SCHOOL,51429,20.07,5,0.3571,9.97,,,,,,0.00,0.00,0.00,0.00,0.00,9.97,0.00,11/16/2016
SC,20112012,21,0084,002,SARGENT ELEMENTARY SCHOOL,43900,22.45,2,0.1818,8.62,,,,,,0.00,0.00,0.00,0.00,0.00,8.62,0.00,11/26/2012
SC,20122013,21,0084,002,SARGENT ELEMENTARY SCHOOL,45781,23.55,2,0.1818,8.62,,,,,,0.00,0.00,0.00,0.00,0.00,8.62,0.00,07/05/2013
